date,vemquartile,outcome,value,type
2021-07-12,1,deaths,37.42058782243595,counterfactual
2021-07-12,2,cases,2402.6638296577075,counterfactual
2021-07-12,2,hosps,165.63944618897276,counterfactual
2021-07-12,2,deaths,-1.4079492363585675,counterfactual
2021-07-12,3,cases,-335.2513571661433,counterfactual
2021-07-12,3,hosps,-35.529280721117594,counterfactual
2021-07-12,3,deaths,5.155683063580308,counterfactual
2021-07-12,4,cases,-2230.189959426066,counterfactual
2021-07-12,4,hosps,-81.73218697018342,counterfactual
2021-07-12,4,deaths,-14.326071898518542,counterfactual
2021-07-19,1,cases,12654.695745194767,counterfactual
2021-07-19,1,hosps,876.8048413278816,counterfactual
2021-07-19,1,deaths,59.10188284299911,counterfactual
2021-07-19,2,cases,3712.6738954468688,counterfactual
2021-07-19,2,hosps,159.97263672268292,counterfactual
2021-07-19,2,deaths,-0.9361860394904659,counterfactual
2021-07-19,3,cases,-485.97358616196027,counterfactual
2021-07-19,3,hosps,-14.170717042706773,counterfactual
2021-07-19,3,deaths,-21.468025248529496,counterfactual
2021-07-19,4,cases,-3127.431725337876,counterfactual
2021-07-19,4,hosps,-151.81090558903156,counterfactual
2021-07-19,4,deaths,-18.93949637775907,counterfactual
2021-07-26,1,cases,16241.250551045643,counterfactual
2021-07-26,1,hosps,1050.738198108338,counterfactual
2021-07-26,1,deaths,58.33076194969225,counterfactual
2021-07-26,2,cases,4258.765512521932,counterfactual
2021-07-26,2,hosps,212.87371390226727,counterfactual
2021-07-26,2,deaths,8.58124542329725,counterfactual
2021-07-26,3,cases,-524.6941187094121,counterfactual
2021-07-26,3,hosps,-58.475165387752824,counterfactual
2021-07-26,3,deaths,-34.05198414944428,counterfactual
2021-07-26,4,cases,-3455.4392917764253,counterfactual
2021-07-26,4,hosps,-153.482360672676,counterfactual
2021-07-26,4,deaths,-19.249981600244553,counterfactual
2021-08-02,1,cases,17563.314345525923,counterfactual
2021-08-02,1,hosps,1192.2163523333875,counterfactual
2021-08-02,1,deaths,92.02903375203039,counterfactual
2021-08-02,2,cases,4516.401106665421,counterfactual
2021-08-02,2,hosps,215.1995764620414,counterfactual
2021-08-02,2,deaths,28.008654559352372,counterfactual
2021-08-02,3,cases,-694.9081372006872,counterfactual
2021-08-02,3,hosps,-65.36897321802877,counterfactual
2021-08-02,3,deaths,-48.663859415584184,counterfactual
2021-08-02,4,cases,-3636.38338916855,counterfactual
2021-08-02,4,hosps,-184.69253595452096,counterfactual
2021-08-02,4,deaths,-0.12041453292759617,counterfactual
2021-08-09,1,cases,15010.838218065517,counterfactual
2021-08-09,1,hosps,1217.3568364646444,counterfactual
2021-08-09,1,deaths,112.4389203755384,counterfactual
2021-08-09,2,cases,3207.979445463063,counterfactual
2021-08-09,2,hosps,247.62950982659066,counterfactual
2021-08-09,2,deaths,16.747310002587454,counterfactual
2021-08-09,3,cases,-715.9469829634916,counterfactual
2021-08-09,3,hosps,-61.80240438532684,counterfactual
2021-08-09,3,deaths,-36.51933384744438,counterfactual
2021-08-09,4,cases,-2878.625059002374,counterfactual
2021-08-09,4,hosps,-108.22870776385987,counterfactual
2021-08-09,4,deaths,-4.528052312215159,counterfactual
2021-08-16,1,cases,11500.345820666504,counterfactual
2021-08-16,1,hosps,1005.0443546532506,counterfactual
2021-08-16,1,deaths,44.3054080821602,counterfactual
2021-08-16,2,cases,2343.7519263095473,counterfactual
2021-08-16,2,hosps,130.3011927946966,counterfactual
2021-08-16,2,deaths,10.472727817341799,counterfactual
2021-08-16,3,cases,-915.4724814091178,counterfactual
2021-08-16,3,hosps,-109.71868212152648,counterfactual
2021-08-16,3,deaths,-34.907678455273214,counterfactual
2021-08-16,4,cases,-1656.8925943555191,counterfactual
2021-08-16,4,hosps,-82.29332418742729,counterfactual
2021-08-16,4,deaths,-26.23139901968738,counterfactual
2021-08-23,1,cases,8433.683810493672,counterfactual
2021-08-23,1,hosps,792.1557108932432,counterfactual
2021-08-23,1,deaths,53.07772293206898,counterfactual
2021-08-23,2,cases,2153.120690548416,counterfactual
2021-08-23,2,hosps,84.32240259930957,counterfactual
2021-08-23,2,deaths,11.770668885933372,counterfactual
2021-08-23,3,cases,-935.6634735708249,counterfactual
2021-08-23,3,hosps,-31.378493614479922,counterfactual
2021-08-23,3,deaths,-11.272578489307953,counterfactual
2021-08-23,4,cases,-887.7410460597206,counterfactual
2021-08-23,4,hosps,-55.6736682238601,counterfactual
2021-08-23,4,deaths,-5.0303694232973815,counterfactual
2021-08-30,1,cases,6018.888753316091,counterfactual
2021-08-30,1,hosps,453.91408421631104,counterfactual
2021-08-30,1,deaths,39.49132086782073,counterfactual
2021-08-30,2,cases,1293.56197242793,counterfactual
2021-08-30,2,hosps,42.48897909592343,counterfactual
2021-08-30,2,deaths,-1.307364381246526,counterfactual
2021-08-30,3,cases,-906.5363008367938,counterfactual
2021-08-30,3,hosps,-35.50583597889935,counterfactual
2021-08-30,3,deaths,8.740157822666438,counterfactual
2021-08-30,4,cases,-633.9238441139175,counterfactual
2021-08-30,4,hosps,-5.8557027549267175,counterfactual
2021-08-30,4,deaths,11.118364729153965,counterfactual
2021-09-06,1,cases,5088.207780008175,counterfactual
2021-09-06,1,hosps,348.44820480950875,counterfactual
2021-09-06,1,deaths,30.921505213488935,counterfactual
2021-09-06,2,cases,1203.9246755959152,counterfactual
2021-09-06,2,hosps,92.71957435362506,counterfactual
2021-09-06,2,deaths,17.050307159674446,counterfactual
2021-09-06,3,cases,-223.60996246312735,counterfactual
2021-09-06,3,hosps,-38.6265161733648,counterfactual
2021-09-06,3,deaths,22.766603789241305,counterfactual
2021-09-06,4,cases,-353.65097183234536,counterfactual
2021-09-06,4,hosps,-1.4473459882212267,counterfactual
2021-09-06,4,deaths,14.280599101003295,counterfactual
2021-09-13,1,cases,3230.6020690633322,counterfactual
2021-09-13,1,hosps,160.2891990036402,counterfactual
2021-09-13,1,deaths,16.84082055362877,counterfactual
2021-09-13,2,cases,456.8259781590493,counterfactual
2021-09-13,2,hosps,8.19389902659898,counterfactual
2021-09-13,2,deaths,-17.865777882979906,counterfactual
2021-09-13,3,cases,-646.4949288442119,counterfactual
2021-09-13,3,hosps,-40.669023681502594,counterfactual
2021-09-13,3,deaths,-10.864070683635383,counterfactual
2021-09-13,4,cases,-284.98757024099365,counterfactual
2021-09-13,4,hosps,19.95943507797856,counterfactual
2021-09-13,4,deaths,19.342554783600182,counterfactual
2021-09-20,1,cases,3067.816284234973,counterfactual
2021-09-20,1,hosps,140.61287047701626,counterfactual
2021-09-20,1,deaths,12.231159243997038,counterfactual
2021-09-20,2,cases,1105.0325261191183,counterfactual
2021-09-20,2,hosps,20.980009626982085,counterfactual
2021-09-20,2,deaths,-14.994190986229494,counterfactual
2021-09-20,3,cases,-499.67682647522633,counterfactual
2021-09-20,3,hosps,-46.615483524094685,counterfactual
2021-09-20,3,deaths,0.9500132224539746,counterfactual
2021-09-20,4,cases,-367.1371966370128,counterfactual
2021-09-20,4,hosps,-15.335958206772823,counterfactual
2021-09-20,4,deaths,3.6610403377291174,counterfactual
2021-09-27,1,cases,2435.2160918003992,counterfactual
2021-09-27,1,hosps,101.88771416899226,counterfactual
2021-09-27,1,deaths,11.797521673671987,counterfactual
2021-09-27,2,cases,640.42135053689594,counterfactual
2021-09-27,2,hosps,5.71448960364153,counterfactual
2021-09-27,2,deaths,-1.6508962011257455,counterfactual
2021-09-27,3,cases,-392.41523587854937,counterfactual
2021-09-27,3,hosps,4.828609370577364,counterfactual
2021-09-27,3,deaths,17.366711531854392,counterfactual
2021-09-27,4,cases,-607.0812297613284,counterfactual
2021-09-27,4,hosps,4.716081950817443,counterfactual
2021-09-27,4,deaths,-3.1861683359869146,counterfactual
2021-10-04,1,cases,2343.9237709661265,counterfactual
2021-10-04,1,hosps,104.09865413073685,counterfactual
2021-10-04,1,deaths,13.12984832236584,counterfactual
2021-10-04,2,cases,842.5347911067936,counterfactual
2021-10-04,2,hosps,-1.69702392147342,counterfactual
2021-10-04,2,deaths,3.662260966188602,counterfactual
2021-10-04,3,cases,-438.32887217455027,counterfactual
2021-10-04,3,hosps,-3.7050311381544505,counterfactual
2021-10-04,3,deaths,4.637645181824748,counterfactual
2021-10-04,4,cases,-590.3627369693154,counterfactual
2021-10-04,4,hosps,-7.761652902356392,counterfactual
2021-10-04,4,deaths,13.46029539191155,counterfactual
2021-10-11,1,cases,2930.8601052891404,counterfactual
2021-10-11,1,hosps,135.2947741210259,counterfactual
2021-10-11,1,deaths,6.764230761811681,counterfactual
2021-10-11,2,cases,1143.4444328124448,counterfactual
2021-10-11,2,hosps,15.776518723435288,counterfactual
2021-10-11,2,deaths,14.531901951537293,counterfactual
2021-10-11,3,cases,111.81065350157482,counterfactual
2021-10-11,3,hosps,21.5982586078106,counterfactual
2021-10-11,3,deaths,8.206684105060653,counterfactual
2021-10-11,4,cases,-314.6565600637085,counterfactual
2021-10-11,4,hosps,14.48743191513308,counterfactual
2021-10-11,4,deaths,14.883206867837087,counterfactual
2021-10-18,1,cases,2365.0015132676326,counterfactual
2021-10-18,1,hosps,41.94194899346959,counterfactual
2021-10-18,1,deaths,-2.435836655401472,counterfactual
2021-10-18,2,cases,438.3965682019368,counterfactual
2021-10-18,2,hosps,-4.4557010305514835,counterfactual
2021-10-18,2,deaths,-9.874452027936893,counterfactual
2021-10-18,3,cases,-384.0934862568963,counterfactual
2021-10-18,3,hosps,1.4716020052758791,counterfactual
2021-10-18,3,deaths,9.373162703773675,counterfactual
2021-10-18,4,cases,-784.3318834413801,counterfactual
2021-10-18,4,hosps,-38.129831891240684,counterfactual
2021-10-18,4,deaths,7.379090108236365,counterfactual
2021-10-25,1,cases,3168.8819561576374,counterfactual
2021-10-25,1,hosps,110.98896013386891,counterfactual
2021-10-25,1,deaths,-1.9747553654809253,counterfactual
2021-10-25,2,cases,1139.421032536415,counterfactual
2021-10-25,2,hosps,40.84984934845069,counterfactual
2021-10-25,2,deaths,23.662477953959172,counterfactual
2021-10-25,3,cases,-191.16416010202403,counterfactual
2021-10-25,3,hosps,-3.988551340542055,counterfactual
2021-10-25,3,deaths,6.113147216981686,counterfactual
2021-10-25,4,cases,-763.0259140086066,counterfactual
2021-10-25,4,hosps,-25.579240553212074,counterfactual
2021-10-25,4,deaths,6.031186418294894,counterfactual
